pair,direction,train_used,test_used,backend,backend_exact,retrieval,source_exposure_mode,pair_exposure_mode,tm_retrieval_exact,audit_seconds,tm_bleu,tm_chrf,mean_source_exposure,source_near_dup_at_085,exact_source_overlap,pair_leak_topk_at_085,exact_pair_overlap,near_count,far_count,far_pct,warning_count,warnings,signature
de-en,de->en,10000,500,native_exact,True,exact,exact,topk_rerank,True,0.634141540969722,8.604737950888664,20.0901534612534,0.18313821010584766,0.006,0.0,0.002,0.0,8,443,0.886,0,[],"tame-mt|v:0.2.0|norm:nfkc_ws_case|sim:char_jaccard_3-5_set|retrieval:exact|approx:0|idx:auto|backend:native_exact|tm:src_nn_top1_zero_empty|bins:far0.30_near0.70_leak0.70,0.85,0.95|pair_k:50|pair_exact:0|fast:8,500,3000,1000|metrics:bleu,chrf|sacrebleu:bleu_tok_13a_lc_0_chrf_wo_2|deps:sacrebleu_2.6.0"
